record_id,project_id,tech_domain,department,cost,status,completion_pct,duration_months,milestones_missed,change_requests,risk_score
ERP2022452,P2022452,Cloud Migration,Security,730722163.17,On-Time,82,11,1,5,4
ERP2022453,P2022453,Cybersecurity,Data,11374761.77,On-Time,82,8,0,4,5
ERP2022454,P2022454,Data Analytics,Security,3057961.33,On-Time,90,8,0,2,5
ERP2022455,P2022455,AI/ML,Security,585953117.86,On-Time,83,7,1,1,2
ERP2022456,P2022456,AI/ML,Security,836910305.58,On-Time,94,17,1,0,5
ERP2022457,P2022457,Blockchain,Security,1053055675.21,Delayed,34,7,2,3,2
ERP2022458,P2022458,IoT,Development,13717268.64,Delayed,55,10,0,0,1
ERP2022459,P2022459,Blockchain,Data,11152111.31,On-Time,88,14,0,4,3
ERP2022460,P2022460,Blockchain,Cloud,608848008.48,Delayed,71,4,3,4,6
ERP2022461,P2022461,Digital Transformation,Consulting,1368564365.54,On-Time,81,13,0,3,1
ERP2022462,P2022462,ERP Implementation,Consulting,35786486.07,On-Time,93,17,1,3,2
ERP2022463,P2022463,AI/ML,Development,651298123.57,On-Time,81,8,1,5,3
ERP2022464,P2022464,AI/ML,Security,692526908.41,On-Time,95,5,0,3,4
ERP2022465,P2022465,Cloud Migration,Consulting,25500752.87,On-Time,87,11,1,3,1
ERP2022466,P2022466,Blockchain,Data,20545930.61,On-Time,84,8,0,5,3
ERP2022467,P2022467,Blockchain,Development,15156797.69,Delayed,87,13,1,3,7
ERP2022468,P2022468,Blockchain,Development,2941582.01,Delayed,87,11,3,1,1
ERP2022469,P2022469,Digital Transformation,Cloud,913442351.23,On-Time,87,13,0,0,3
ERP2022470,P2022470,Digital Transformation,Data,13550493.32,Delayed,82,4,3,1,1
ERP2022471,P2022471,Digital Transformation,Security,1334851323.11,On-Time,98,12,1,1,5
ERP2022472,P2022472,Cybersecurity,Consulting,4157943.87,Delayed,65,2,1,0,10
ERP2022473,P2022473,IoT,Security,51462326.1,Delayed,63,16,2,1,6
ERP2022474,P2022474,AI/ML,Cloud,719220017.36,Delayed,42,8,1,5,7
ERP2022475,P2022475,IoT,Data,1298704.83,On-Time,89,2,0,2,3
ERP2022476,P2022476,Cloud Migration,Security,22459045.81,On-Time,83,9,1,4,1
ERP2022477,P2022477,Digital Transformation,Security,4334308.62,On-Time,86,15,0,3,2
ERP2022478,P2022478,AI/ML,Security,28212704.57,On-Time,84,9,0,5,2
ERP2022479,P2022479,Blockchain,Cloud,37084476.68,On-Time,94,15,1,0,2
ERP2022480,P2022480,Cybersecurity,Consulting,1160838232.15,On-Time,95,16,1,2,3
ERP2022481,P2022481,Data Analytics,Cloud,633524977.66,On-Time,80,15,1,3,3
ERP2022482,P2022482,ERP Implementation,Cloud,15488981.74,On-Time,85,13,0,1,4
ERP2022483,P2022483,Digital Transformation,Consulting,2868591.15,On-Time,99,9,1,0,2
ERP2022484,P2022484,Cloud Migration,Security,7474597.65,On-Time,89,12,0,2,1
ERP2022485,P2022485,Cybersecurity,Consulting,1068524280.68,On-Time,95,14,1,4,4
ERP2022486,P2022486,ERP Implementation,Data,1264871401.57,On-Time,93,2,1,5,2
ERP2022487,P2022487,IoT,Consulting,752223.46,Delayed,88,1,0,2,6
ERP2022488,P2022488,IoT,Cloud,511657056.75,On-Time,89,12,1,4,3
ERP2022489,P2022489,Blockchain,Cloud,777552601.1,Delayed,85,3,1,3,4
ERP2022490,P2022490,ERP Implementation,Data,2320931.44,On-Time,85,4,1,1,4
ERP2022491,P2022491,AI/ML,Cloud,926916871.92,On-Time,89,7,1,5,1
ERP2022492,P2022492,AI/ML,Data,3209697.11,Delayed,40,4,2,0,5
ERP2022493,P2022493,Data Analytics,Development,663326634.17,Delayed,70,1,3,4,3
ERP2022494,P2022494,IoT,Consulting,1052670945.15,Delayed,32,2,0,1,6
ERP2022495,P2022495,AI/ML,Cloud,3743840.7,Delayed,62,15,1,2,1
ERP2022496,P2022496,Cybersecurity,Consulting,6191292.22,Completed Early,61,11,1,1,5
ERP2022497,P2022497,Digital Transformation,Data,10951628.1,On-Time,99,5,0,3,3
ERP2022498,P2022498,AI/ML,Data,16573971.38,On-Time,86,6,1,4,5
ERP2022499,P2022499,AI/ML,Security,24387459.65,On-Time,95,10,0,3,2
ERP2023000,P2023000,Data Analytics,Security,20222059.75,On-Time,92,7,0,2,4
ERP2023001,P2023001,Data Analytics,Security,4749760.1,Delayed,51,2,1,0,9
ERP2023002,P2023002,ERP Implementation,Cloud,26509418.57,On-Time,89,11,1,4,3
ERP2023003,P2023003,AI/ML,Consulting,840448813.35,On-Time,90,11,1,0,3
ERP2023004,P2023004,Digital Transformation,Consulting,9214068.62,On-Time,99,13,1,0,2
ERP2023005,P2023005,IoT,Development,791814367.02,On-Time,93,2,1,0,4
ERP2023006,P2023006,Blockchain,Consulting,407831120.77,On-Time,91,10,0,4,1
ERP2023007,P2023007,Cybersecurity,Security,600339630.03,On-Time,83,10,1,1,4
ERP2023008,P2023008,Cloud Migration,Data,1000569761.2,On-Time,83,13,1,5,3
ERP2023009,P2023009,IoT,Security,3068889.24,On-Time,99,6,1,3,5
ERP2023010,P2023010,Data Analytics,Consulting,3293754.32,On-Time,86,17,0,2,3
ERP2023011,P2023011,Digital Transformation,Consulting,598667063.77,Completed Early,77,1,1,2,2
ERP2023012,P2023012,Cybersecurity,Security,609530694.05,On-Time,100,7,0,4,5
ERP2023013,P2023013,ERP Implementation,Consulting,1495227387.93,On-Time,94,12,0,4,4
ERP2023014,P2023014,Cloud Migration,Security,4938219.58,On-Time,83,17,1,4,2
ERP2023015,P2023015,IoT,Cloud,9480787.16,On-Time,95,9,1,0,5
ERP2023016,P2023016,AI/ML,Security,500543802.12,Delayed,64,17,3,1,4
ERP2023017,P2023017,Cloud Migration,Cloud,1522294746.01,On-Time,94,7,1,3,5
ERP2023018,P2023018,IoT,Consulting,15724923.07,On-Time,100,10,1,2,5
ERP2023019,P2023019,Cybersecurity,Consulting,4922574.5,On-Time,86,6,0,5,5
ERP2023020,P2023020,AI/ML,Development,615051831.25,On-Time,85,7,0,3,3
ERP2023021,P2023021,Cybersecurity,Data,18180837.59,On-Time,80,5,1,3,2
ERP2023022,P2023022,Digital Transformation,Development,1088914.88,On-Time,96,1,1,0,5
ERP2023023,P2023023,Cybersecurity,Consulting,1045366338.01,On-Time,82,4,0,4,2
ERP2023024,P2023024,Cybersecurity,Security,22027860.86,On-Time,86,12,0,1,4
ERP2023025,P2023025,IoT,Development,8521950.99,On-Time,99,8,0,1,1
ERP2023026,P2023026,Cloud Migration,Development,1371430901.9,Delayed,70,15,1,5,7
ERP2023027,P2023027,Blockchain,Consulting,1009049013.47,On-Time,96,8,1,3,2
ERP2023028,P2023028,ERP Implementation,Development,1586995.79,On-Time,100,1,1,3,5
ERP2023029,P2023029,Cybersecurity,Data,42540144.8,Delayed,44,16,0,1,4
ERP2023030,P2023030,ERP Implementation,Development,19990772.84,On-Time,87,13,1,1,4
ERP2023031,P2023031,Data Analytics,Consulting,29227804.6,On-Time,82,17,0,1,2
ERP2023032,P2023032,IoT,Development,1016919126.57,On-Time,95,10,0,0,2
ERP2023033,P2023033,Blockchain,Cloud,7342186.41,On-Time,84,10,0,5,4
ERP2023034,P2023034,ERP Implementation,Consulting,1137678618.58,Delayed,38,1,0,0,1
ERP2023035,P2023035,IoT,Cloud,21786539.68,On-Time,100,9,1,1,1
ERP2023036,P2023036,AI/ML,Consulting,1078177626.31,Delayed,75,9,0,4,10
ERP2023037,P2023037,Cybersecurity,Data,914061.98,On-Time,99,1,0,2,5
ERP2023038,P2023038,Data Analytics,Cloud,17588027.49,Delayed,81,11,0,0,2
ERP2023039,P2023039,Cybersecurity,Consulting,634372335.64,On-Time,90,8,1,0,2
ERP2023040,P2023040,AI/ML,Consulting,12289522.67,On-Time,90,10,0,0,2
ERP2023041,P2023041,Data Analytics,Cloud,1602956.48,On-Time,94,3,0,4,2
ERP2023042,P2023042,Cybersecurity,Development,1153781947.61,On-Time,81,8,0,4,4
ERP2023043,P2023043,ERP Implementation,Data,767042154.88,On-Time,80,2,0,2,5
ERP2023044,P2023044,AI/ML,Consulting,1916211.85,On-Time,95,4,0,0,3
ERP2023045,P2023045,Cybersecurity,Consulting,1122142856.93,Delayed,49,8,2,3,9
ERP2023046,P2023046,IoT,Data,5983380.16,Completed Early,37,10,1,3,1
ERP2023047,P2023047,ERP Implementation,Security,1434353361.28,On-Time,91,5,0,2,5
ERP2023048,P2023048,AI/ML,Security,946955929.58,On-Time,90,4,0,1,4
ERP2023049,P2023049,Cloud Migration,Data,7023825.59,On-Time,87,14,0,2,4
ERP2023050,P2023050,AI/ML,Consulting,17858042.01,Delayed,69,5,2,1,4
ERP2023051,P2023051,Digital Transformation,Data,563921178.62,On-Time,89,12,1,0,5
ERP2023052,P2023052,Blockchain,Security,744892647.32,On-Time,95,5,0,2,4
ERP2023053,P2023053,Data Analytics,Data,15949631.81,On-Time,100,12,1,0,3
ERP2023054,P2023054,IoT,Security,1482810513.44,On-Time,90,16,0,0,5
ERP2023055,P2023055,Blockchain,Data,652596447.3,Delayed,58,17,0,3,1
ERP2023056,P2023056,Cybersecurity,Cloud,682220423.75,Delayed,58,5,3,3,7
ERP2023057,P2023057,AI/ML,Consulting,710171837.46,On-Time,94,7,0,5,4
ERP2023058,P2023058,Cybersecurity,Cloud,494739.91,On-Time,81,1,0,0,2
ERP2023059,P2023059,AI/ML,Cloud,31477844.97,On-Time,86,17,0,4,4
ERP2023060,P2023060,IoT,Consulting,678082001.73,On-Time,96,12,1,4,4
ERP2023061,P2023061,Cybersecurity,Data,6100781.22,On-Time,80,15,1,0,4
ERP2023062,P2023062,Cybersecurity,Security,4930604.27,On-Time,81,12,1,1,3
ERP2023063,P2023063,Blockchain,Cloud,37591152.62,On-Time,90,17,0,5,4
ERP2023064,P2023064,AI/ML,Consulting,41931340.51,On-Time,96,15,1,2,3
ERP2023065,P2023065,Blockchain,Cloud,462319353.1,On-Time,98,2,1,3,5
ERP2023066,P2023066,Data Analytics,Development,609337501.66,On-Time,92,5,1,1,5
ERP2023067,P2023067,Data Analytics,Security,4854725.7,On-Time,83,12,0,5,2
ERP2023068,P2023068,Cybersecurity,Development,2181512.72,On-Time,87,14,1,5,5
ERP2023069,P2023069,Digital Transformation,Cloud,33149663.67,On-Time,82,13,1,1,5
ERP2023070,P2023070,Cloud Migration,Development,11516128.62,On-Time,99,8,1,3,4
ERP2023071,P2023071,Data Analytics,Consulting,9196259.98,On-Time,94,14,0,2,5
ERP2023072,P2023072,Data Analytics,Data,653690715.55,On-Time,100,3,0,3,1
ERP2023073,P2023073,Blockchain,Consulting,9088357.18,On-Time,86,16,0,1,4
ERP2023074,P2023074,IoT,Security,10517900.04,On-Time,82,16,1,5,5
ERP2023075,P2023075,Digital Transformation,Security,1473573.19,Completed Early,72,3,0,4,2
ERP2023076,P2023076,AI/ML,Data,555929.98,On-Time,81,2,1,1,3
ERP2023077,P2023077,ERP Implementation,Consulting,12465635.82,Delayed,33,12,0,3,3
ERP2023078,P2023078,Data Analytics,Security,914976668.78,Delayed,31,12,2,3,7
ERP2023079,P2023079,Cybersecurity,Cloud,34256229.08,Delayed,30,10,0,3,9
ERP2023080,P2023080,Data Analytics,Cloud,852526153.6,On-Time,85,5,1,5,2
ERP2023081,P2023081,Digital Transformation,Security,860530201.22,On-Time,96,6,1,1,4
ERP2023082,P2023082,ERP Implementation,Consulting,1001232.22,On-Time,88,3,1,5,1
ERP2023083,P2023083,AI/ML,Security,422255.79,On-Time,83,2,0,1,3
ERP2023084,P2023084,Digital Transformation,Consulting,3523346.88,On-Time,93,1,1,3,2
ERP2023085,P2023085,Cloud Migration,Security,35376698.78,Completed Early,61,16,1,1,1
ERP2023086,P2023086,Digital Transformation,Cloud,1048924334.41,On-Time,80,6,0,1,1
ERP2023087,P2023087,AI/ML,Development,15267870.83,On-Time,98,6,1,0,5
ERP2023088,P2023088,Data Analytics,Data,25811637.73,On-Time,89,15,0,2,5
ERP2023089,P2023089,ERP Implementation,Consulting,1233886568.87,On-Time,90,2,0,1,1
ERP2023090,P2023090,AI/ML,Cloud,11974357.07,Delayed,58,9,2,3,2
ERP2023091,P2023091,Blockchain,Data,467359284.38,Completed Early,88,8,1,0,2
ERP2023092,P2023092,AI/ML,Cloud,9165072.24,On-Time,83,11,0,0,4
ERP2023093,P2023093,Cybersecurity,Development,695826064.69,On-Time,96,15,0,3,5
ERP2023094,P2023094,Data Analytics,Consulting,5037663.29,On-Time,81,2,0,0,2
ERP2023095,P2023095,Cybersecurity,Cloud,711970970.97,On-Time,83,8,0,3,2
ERP2023096,P2023096,Digital Transformation,Data,44039305.85,Delayed,72,15,3,4,6
ERP2023097,P2023097,Blockchain,Cloud,9886014.0,Delayed,61,6,3,0,9
ERP2023098,P2023098,Data Analytics,Data,663600998.71,On-Time,99,11,0,2,1
ERP2023099,P2023099,AI/ML,Security,15609406.82,On-Time,93,12,1,1,4
ERP2023100,P2023100,IoT,Security,593932410.39,Delayed,80,14,3,5,10
ERP2023101,P2023101,AI/ML,Development,2867051.93,On-Time,84,4,0,5,3
ERP2023102,P2023102,IoT,Security,552652685.63,Delayed,30,2,0,3,9
ERP2023103,P2023103,Digital Transformation,Cloud,784421014.55,On-Time,87,16,1,0,5
ERP2023104,P2023104,Blockchain,Development,11397996.3,Delayed,74,5,3,3,2
ERP2023105,P2023105,Cybersecurity,Cloud,772463002.71,Delayed,56,6,0,4,9
ERP2023106,P2023106,Cloud Migration,Data,27969012.45,On-Time,87,15,1,0,4
ERP2023107,P2023107,AI/ML,Consulting,31967071.21,On-Time,94,16,0,2,3
ERP2023108,P2023108,IoT,Data,12334243.94,Delayed,87,8,2,4,5
ERP2023109,P2023109,Digital Transformation,Consulting,854104146.14,Delayed,69,10,3,4,3
ERP2023110,P2023110,AI/ML,Data,778516032.7,Delayed,87,8,2,0,9
ERP2023111,P2023111,Blockchain,Cloud,831166344.03,On-Time,88,14,1,1,3
ERP2023112,P2023112,Blockchain,Security,686407.53,On-Time,96,1,1,5,3
ERP2023113,P2023113,IoT,Consulting,10987136.35,On-Time,82,13,1,3,1
ERP2023114,P2023114,IoT,Data,726867012.25,Delayed,83,17,3,5,4
ERP2023115,P2023115,Blockchain,Consulting,580793352.82,On-Time,98,2,0,5,5
ERP2023116,P2023116,ERP Implementation,Security,23395336.83,On-Time,93,10,0,1,1
ERP2023117,P2023117,Blockchain,Security,607112104.15,On-Time,86,16,1,2,3
ERP2023118,P2023118,AI/ML,Consulting,982383.35,On-Time,80,1,0,1,4
ERP2023119,P2023119,Cloud Migration,Development,15034986.82,Delayed,67,8,3,5,3
ERP2023120,P2023120,IoT,Data,554345777.44,On-Time,98,3,1,0,5
ERP2023121,P2023121,Cloud Migration,Cloud,3319823.33,On-Time,87,17,1,3,4
ERP2023122,P2023122,ERP Implementation,Consulting,630213032.86,On-Time,87,6,0,5,5
ERP2023123,P2023123,Digital Transformation,Development,1168190191.45,On-Time,93,3,1,2,2
ERP2023124,P2023124,Blockchain,Cloud,15352052.42,On-Time,83,6,1,0,5
ERP2023125,P2023125,ERP Implementation,Cloud,8067692.7,On-Time,92,5,0,1,4
ERP2023126,P2023126,Data Analytics,Data,651717376.05,On-Time,80,2,1,3,4
ERP2023127,P2023127,Blockchain,Cloud,810060664.37,On-Time,93,2,1,2,5
ERP2023128,P2023128,Cybersecurity,Development,15890658.06,On-Time,89,8,0,5,1
ERP2023129,P2023129,IoT,Cloud,565440598.5,Delayed,58,1,3,1,7
ERP2023130,P2023130,Data Analytics,Data,2850318.71,On-Time,93,8,0,1,1
ERP2023131,P2023131,Data Analytics,Security,654326.88,On-Time,89,3,1,3,3
ERP2023132,P2023132,IoT,Data,6328463.09,On-Time,91,2,0,0,2
ERP2023133,P2023133,Cloud Migration,Security,1609531338.55,Delayed,34,12,0,1,10
ERP2023134,P2023134,Blockchain,Development,2350646.78,On-Time,96,11,0,1,5
ERP2023135,P2023135,Data Analytics,Data,1502738511.74,On-Time,94,11,1,5,2
ERP2023136,P2023136,Cloud Migration,Data,1441151389.47,On-Time,80,5,0,5,1
ERP2023137,P2023137,Cloud Migration,Consulting,9478335.48,Delayed,53,8,1,1,7
ERP2023138,P2023138,Digital Transformation,Cloud,10377344.07,On-Time,98,7,1,4,2
ERP2023139,P2023139,Cybersecurity,Data,1018028705.8,On-Time,86,9,1,3,3
ERP2023140,P2023140,Data Analytics,Development,4617601.42,Delayed,42,3,2,2,8
ERP2023141,P2023141,IoT,Cloud,3607261.66,On-Time,98,5,1,2,5
ERP2023142,P2023142,Data Analytics,Security,2138993826.61,On-Time,93,11,1,3,2
ERP2023143,P2023143,IoT,Consulting,864241579.22,On-Time,92,14,1,0,2
ERP2023144,P2023144,IoT,Data,1025680857.26,On-Time,82,12,1,0,4
ERP2023145,P2023145,Cloud Migration,Security,3815467.01,On-Time,98,3,1,2,3
ERP2023146,P2023146,Blockchain,Security,1241568312.28,Delayed,90,8,1,4,7
ERP2023147,P2023147,Cloud Migration,Development,697661997.49,Delayed,83,15,2,3,1
ERP2023148,P2023148,Cloud Migration,Development,38769609.92,On-Time,89,14,1,2,3
ERP2023149,P2023149,Blockchain,Consulting,14902444.56,Delayed,60,13,1,0,1
ERP2023150,P2023150,IoT,Data,1038197427.41,Delayed,35,12,0,4,1
ERP2023151,P2023151,IoT,Development,11429062.67,On-Time,97,7,1,1,2
ERP2023152,P2023152,Blockchain,Data,42826406.43,On-Time,99,16,1,3,4
ERP2023153,P2023153,ERP Implementation,Development,22490404.94,On-Time,86,12,0,4,1
ERP2023154,P2023154,ERP Implementation,Security,1090768186.07,On-Time,90,6,0,2,5
ERP2023155,P2023155,IoT,Security,13970716.26,On-Time,83,6,1,4,2
ERP2023156,P2023156,Digital Transformation,Consulting,1155752194.71,On-Time,89,7,0,4,5
ERP2023157,P2023157,Cloud Migration,Cloud,531280568.37,On-Time,87,4,1,3,1
ERP2023158,P2023158,Digital Transformation,Consulting,30421076.77,On-Time,93,12,1,4,2
ERP2023159,P2023159,AI/ML,Data,1084179012.97,Delayed,46,14,1,4,2
ERP2023160,P2023160,AI/ML,Development,8356262.26,On-Time,92,13,1,0,4
ERP2023161,P2023161,Digital Transformation,Cloud,880961598.48,On-Time,97,6,0,4,2
ERP2023162,P2023162,Data Analytics,Data,476088497.39,On-Time,82,7,0,2,1
ERP2023163,P2023163,Data Analytics,Cloud,393812.4,On-Time,92,2,1,4,1
ERP2023164,P2023164,Digital Transformation,Cloud,821980671.11,On-Time,95,2,0,2,1
ERP2023165,P2023165,ERP Implementation,Consulting,48425367.94,On-Time,80,14,1,2,3
ERP2023166,P2023166,Cloud Migration,Development,1030708107.73,On-Time,98,15,1,3,5
ERP2023167,P2023167,Blockchain,Development,2324759.88,On-Time,82,14,1,3,1
ERP2023168,P2023168,Data Analytics,Development,1298384.08,On-Time,91,4,0,4,4
ERP2023169,P2023169,Digital Transformation,Security,700358913.49,On-Time,84,3,0,4,2
ERP2023170,P2023170,ERP Implementation,Development,961587846.6,On-Time,84,11,0,5,1
ERP2023171,P2023171,Cloud Migration,Cloud,18292699.02,On-Time,95,6,0,0,4
ERP2023172,P2023172,Cybersecurity,Data,499640051.89,On-Time,84,3,0,4,3
ERP2023173,P2023173,Digital Transformation,Data,33322816.49,On-Time,87,13,1,0,2
ERP2023174,P2023174,AI/ML,Development,16849902.74,On-Time,95,11,1,2,2
ERP2023175,P2023175,AI/ML,Development,504385714.65,Completed Early,60,10,0,1,4
ERP2023176,P2023176,IoT,Development,2417883.62,On-Time,95,2,0,5,2
ERP2023177,P2023177,Cybersecurity,Development,533164951.35,On-Time,87,3,1,0,2
ERP2023178,P2023178,Blockchain,Data,634715736.32,On-Time,84,16,1,3,1
ERP2023179,P2023179,Blockchain,Cloud,771647598.76,Delayed,86,15,1,2,5
ERP2023180,P2023180,Cybersecurity,Data,1275995569.59,On-Time,82,6,0,0,5
ERP2023181,P2023181,Data Analytics,Consulting,3880271.62,Delayed,62,9,0,5,10
ERP2023182,P2023182,Cybersecurity,Development,1005422022.67,Delayed,89,9,2,5,3
ERP2023183,P2023183,Cybersecurity,Security,43693520.84,On-Time,85,13,1,1,3
ERP2023184,P2023184,ERP Implementation,Cloud,6255336.37,On-Time,95,6,0,1,5
ERP2023185,P2023185,ERP Implementation,Development,21563745.48,On-Time,87,9,0,4,2
ERP2023186,P2023186,Blockchain,Cloud,1914290.08,Delayed,79,3,0,0,10
ERP2023187,P2023187,Digital Transformation,Data,37484534.12,On-Time,87,14,1,3,5
ERP2023188,P2023188,Blockchain,Cloud,5452479.62,Completed Early,35,9,1,2,3
ERP2023189,P2023189,Cybersecurity,Cloud,769051571.29,On-Time,99,4,1,2,3
ERP2023190,P2023190,Data Analytics,Data,1189051402.57,On-Time,99,2,0,3,2
ERP2023191,P2023191,IoT,Development,728046263.91,On-Time,86,2,0,1,3
ERP2023192,P2023192,IoT,Data,908866580.64,On-Time,86,12,1,2,4
ERP2023193,P2023193,Digital Transformation,Data,891728860.49,On-Time,87,4,1,0,2
ERP2023194,P2023194,Cloud Migration,Consulting,14162127.6,On-Time,86,11,0,3,3
ERP2023195,P2023195,ERP Implementation,Data,1054531548.05,On-Time,84,11,1,2,4
ERP2023196,P2023196,Digital Transformation,Data,18147745.57,On-Time,99,14,1,2,4
ERP2023197,P2023197,Blockchain,Consulting,24579645.23,On-Time,95,8,1,0,3
ERP2023198,P2023198,Digital Transformation,Security,826058.74,On-Time,82,2,0,1,2
ERP2023199,P2023199,Cybersecurity,Development,14409371.76,On-Time,92,9,1,2,1
ERP2023200,P2023200,IoT,Security,838815121.12,Delayed,51,9,2,0,1
ERP2023201,P2023201,Data Analytics,Cloud,7571282.52,Delayed,45,13,0,0,4
ERP2023202,P2023202,ERP Implementation,Consulting,2113650.24,On-Time,84,16,0,1,1
ERP2023203,P2023203,Cybersecurity,Development,545360952.01,On-Time,94,6,0,1,4
ERP2023204,P2023204,Cloud Migration,Data,838432288.18,Delayed,32,2,3,5,9
ERP2023205,P2023205,Digital Transformation,Data,14688619.13,Delayed,71,6,3,1,1
ERP2023206,P2023206,IoT,Security,13186151.6,On-Time,80,12,1,2,5
ERP2023207,P2023207,Cybersecurity,Development,37468261.82,On-Time,93,14,1,2,4
ERP2023208,P2023208,IoT,Security,1840382.77,Delayed,36,7,1,4,10
ERP2023209,P2023209,Cybersecurity,Consulting,594312055.33,On-Time,98,6,0,0,2
ERP2023210,P2023210,Blockchain,Cloud,979802024.22,On-Time,96,14,0,4,2
ERP2023211,P2023211,Digital Transformation,Development,1100875942.5,On-Time,98,16,0,3,3
ERP2023212,P2023212,Cybersecurity,Data,12561323.23,On-Time,99,12,1,4,4
ERP2023213,P2023213,Cybersecurity,Consulting,11236479.7,On-Time,84,14,0,1,1
ERP2023214,P2023214,ERP Implementation,Development,992937053.98,On-Time,90,3,0,1,2
ERP2023215,P2023215,Cybersecurity,Security,1010257094.19,On-Time,92,6,0,0,5
ERP2023216,P2023216,Digital Transformation,Consulting,762851411.4,Completed Early,49,15,0,2,1
ERP2023217,P2023217,AI/ML,Cloud,1150128425.65,On-Time,92,5,1,3,3
ERP2023218,P2023218,Data Analytics,Development,8116683.26,On-Time,84,13,1,2,5
ERP2023219,P2023219,IoT,Data,1135499587.39,Delayed,39,1,0,0,9
ERP2023220,P2023220,IoT,Data,914679.11,On-Time,89,4,0,1,2
ERP2023221,P2023221,Blockchain,Consulting,725795338.63,On-Time,81,7,1,5,2
ERP2023222,P2023222,Cybersecurity,Development,4630805.79,Delayed,35,9,2,4,8
ERP2023223,P2023223,Blockchain,Cloud,441994599.92,On-Time,80,17,0,4,5
ERP2023224,P2023224,Data Analytics,Development,699895742.59,On-Time,99,4,0,1,5
ERP2023225,P2023225,Digital Transformation,Cloud,2998437608.1,On-Time,89,2,0,4,2
ERP2023226,P2023226,ERP Implementation,Consulting,7913663.02,On-Time,93,8,1,0,1
ERP2023227,P2023227,Digital Transformation,Data,766169575.66,Delayed,69,10,1,5,9
ERP2023228,P2023228,Data Analytics,Security,2488524.21,On-Time,86,7,0,0,2
ERP2023229,P2023229,Data Analytics,Consulting,853881444.56,Completed Early,82,8,0,0,3
ERP2023230,P2023230,Cybersecurity,Data,1090777078.22,On-Time,80,6,0,5,5
ERP2023231,P2023231,Digital Transformation,Cloud,32036002.77,Delayed,62,13,3,5,1
ERP2023232,P2023232,Data Analytics,Development,928995394.17,On-Time,100,4,0,4,4
ERP2023233,P2023233,Data Analytics,Data,6449346.4,On-Time,94,11,1,5,2
ERP2023234,P2023234,Blockchain,Consulting,1351058288.02,On-Time,81,12,1,2,2
ERP2023235,P2023235,Data Analytics,Cloud,5860604.24,On-Time,100,9,0,1,2
ERP2023236,P2023236,IoT,Development,845897146.23,Completed Early,77,3,0,3,1
ERP2023237,P2023237,Data Analytics,Development,917542730.03,On-Time,95,16,1,0,4
ERP2023238,P2023238,ERP Implementation,Development,9089466.69,On-Time,84,3,0,1,4
ERP2023239,P2023239,Digital Transformation,Consulting,703836495.27,On-Time,91,4,1,2,3
ERP2023240,P2023240,IoT,Data,829732976.43,On-Time,82,9,1,5,5
ERP2023241,P2023241,Data Analytics,Data,1511650341.1,On-Time,86,13,0,0,4
ERP2023242,P2023242,Blockchain,Data,1255788.38,On-Time,96,5,1,1,1
ERP2023243,P2023243,Data Analytics,Data,29068650.81,On-Time,86,9,0,1,3
ERP2023244,P2023244,AI/ML,Cloud,2718117.02,Delayed,64,4,1,3,4
ERP2023245,P2023245,AI/ML,Consulting,60013298.33,On-Time,94,16,0,1,5
ERP2023246,P2023246,ERP Implementation,Consulting,2729001.64,On-Time,97,6,0,1,5
ERP2023247,P2023247,Cybersecurity,Security,691200766.12,On-Time,94,16,0,1,2
ERP2023248,P2023248,Blockchain,Cloud,25040769.99,On-Time,87,8,1,1,2
ERP2023249,P2023249,Cybersecurity,Development,949941366.02,Delayed,85,9,1,1,5
ERP2023250,P2023250,AI/ML,Development,1538421675.03,On-Time,84,2,1,2,1
ERP2023251,P2023251,IoT,Cloud,8157737.48,On-Time,88,12,0,1,1
ERP2023252,P2023252,ERP Implementation,Cloud,751652802.91,On-Time,92,10,1,3,4
ERP2023253,P2023253,ERP Implementation,Consulting,21324464.15,On-Time,92,10,0,2,1
ERP2023254,P2023254,Data Analytics,Cloud,3756515.12,On-Time,87,9,0,0,1
ERP2023255,P2023255,Cybersecurity,Security,616612159.85,On-Time,87,4,0,5,5
ERP2023256,P2023256,Data Analytics,Consulting,3939656.07,Delayed,75,5,3,4,7
ERP2023257,P2023257,AI/ML,Security,915087827.6,On-Time,93,16,0,1,4
ERP2023258,P2023258,Digital Transformation,Data,5291868.15,On-Time,97,17,1,5,5
ERP2023259,P2023259,AI/ML,Consulting,853395860.97,On-Time,100,16,1,3,4
ERP2023260,P2023260,IoT,Data,510507527.12,On-Time,88,9,1,5,5
ERP2023261,P2023261,Cybersecurity,Data,955880526.2,On-Time,98,17,1,3,3
ERP2023262,P2023262,Data Analytics,Development,8535401.83,On-Time,98,12,1,2,5
ERP2023263,P2023263,IoT,Consulting,850966318.49,On-Time,100,13,0,4,2
ERP2023264,P2023264,Cloud Migration,Cloud,1367717464.76,On-Time,94,17,1,4,3
ERP2023265,P2023265,Cloud Migration,Development,12162068.34,Delayed,64,9,2,5,5
ERP2023266,P2023266,Cloud Migration,Data,799646912.89,On-Time,94,15,0,2,3
ERP2023267,P2023267,Blockchain,Development,719039754.45,On-Time,97,5,0,0,1
ERP2023268,P2023268,Data Analytics,Data,656456495.05,Delayed,72,13,1,2,3
ERP2023269,P2023269,Digital Transformation,Consulting,1099580735.33,On-Time,96,11,0,3,2
