tender_id,client_name,tech_domain,service_type,communication_channel,estimated_value,margin_pct,industry,team_size,status,is_rfp,submission_date,decision_date,complexity
T2022225,"Adams, Zuniga and Wong Technologies",Cybersecurity,Integration,Conference,1354226580.5,26.87,Blockchain,8,Awarded,True,2021-12-30,2023-08-21,High
T2022226,Galloway-Wyatt Technologies,Cloud Migration,Managed Services,Referral,1300425569.15,27.47,IoT,13,Lost,False,2023-05-26,2024-03-03,Low
T2022227,Perez Inc Solutions,AI/ML,Managed Services,Conference,983146075.3,32.25,AI/ML,6,Awarded,True,2022-03-05,2021-05-30,Low
T2022228,Harrell LLC Solutions,Cloud Migration,Assessment,Conference,1709683298.51,24.87,ERP Implementation,12,Awarded,True,2023-12-13,2023-01-25,High
T2022229,Carlson-Cruz Labs,Cybersecurity,Assessment,Conference,1076058838.01,32.72,Cybersecurity,7,Lost,False,2022-04-22,2022-09-17,High
T2022230,TechNovate Solutions,Digital Transformation,Integration,Conference,511671048.33,25.86,Digital Transformation,4,Lost,False,2023-04-30,2023-05-28,Low
T2022231,Williams and Sons Technologies,Cloud Migration,Integration,Conference,713605713.19,30.74,Cloud Migration,8,Submitted,True,2021-05-19,2022-10-23,Medium
T2022232,"Hoffman, Baker and Richards Systems",Cybersecurity,Managed Services,LinkedIn,859493921.47,28.19,Cybersecurity,6,Awarded,True,2021-03-01,2022-01-25,Low
T2022233,"Mcclure, Ward and Lee Systems",Blockchain,Integration,Email,1703589470.39,33.53,Data Analytics,3,Submitted,True,2023-08-02,2024-02-04,High
T2022234,"Watts, Robinson and Nguyen Technologies",IoT,Optimization,Email,1334345095.82,29.66,Data Analytics,3,Awarded,True,2022-10-09,2024-03-13,Medium
T2022235,"Gardner, Robinson and Lawrence Technologies",AI/ML,Strategy,LinkedIn,1387636153.13,34.77,AI/ML,6,Lost,True,2021-03-05,2022-12-26,High
T2022236,"Ferrell, Rice and Maddox Systems",IoT,Implementation,LinkedIn,818396594.75,32.38,IoT,9,Awarded,False,2022-09-24,2022-11-06,High
T2022237,Abbott-Munoz Systems,Blockchain,Managed Services,LinkedIn,1037031668.22,44.98,Blockchain,6,Awarded,False,2022-03-19,2024-01-11,Medium
T2022238,ERP Masters,ERP Implementation,Strategy,LinkedIn,1057655740.83,12.22,ERP Implementation,11,Awarded,True,2023-09-16,2023-11-21,Low
T2022239,"Mcclure, Ward and Lee Systems",Digital Transformation,Optimization,Referral,1552017914.7,29.5,Data Analytics,5,Lost,False,2023-11-24,2021-10-29,Medium
T2022240,DataMind Analytics,Data Analytics,Strategy,Referral,1082975267.51,26.26,Data Analytics,4,Awarded,True,2021-06-28,2022-12-14,Medium
T2022241,DataMind Analytics,Data Analytics,Strategy,Referral,2242326262.66,26.39,Data Analytics,7,Awarded,True,2022-03-06,2022-11-19,Medium
T2022242,Blair PLC Solutions,AI/ML,Integration,LinkedIn,1368208111.87,36.91,AI/ML,7,Submitted,True,2022-07-15,2021-09-22,Low
T2022243,Carlson-Cruz Labs,Cybersecurity,Managed Services,LinkedIn,1291915744.17,35.15,Cybersecurity,8,Awarded,True,2022-08-04,2022-06-16,Low
T2022244,Dudley Group Systems,IoT,Strategy,LinkedIn,1133810957.55,30.7,IoT,10,Submitted,True,2021-04-14,2021-09-04,Medium
T2022245,BlockChain Innovations,Blockchain,Training,LinkedIn,1189249898.62,39.64,Blockchain,10,Awarded,True,2022-02-10,2024-01-28,Low
T2022246,"Watts, Robinson and Nguyen Technologies",Data Analytics,Strategy,LinkedIn,1221492177.62,31.64,Data Analytics,10,Awarded,True,2023-08-12,2023-09-21,Medium
T2022247,Blake and Sons Solutions,Data Analytics,Managed Services,Referral,1173833006.38,31.66,Data Analytics,7,Awarded,True,2022-11-08,2022-11-27,Medium
T2022248,CloudScape Technologies,Cloud Migration,Assessment,LinkedIn,660359587.14,25.39,Cloud Migration,15,Lost,True,2022-12-15,2021-10-18,Medium
T2022249,"Flowers, Martin and Kelly Technologies",Cloud Migration,Optimization,LinkedIn,1334338928.82,29.58,Digital Transformation,9,Awarded,True,2023-04-27,2022-06-03,Medium
T2022250,"Hoffman, Baker and Richards Systems",Cybersecurity,Managed Services,Conference,504399245.15,34.99,Cybersecurity,4,Submitted,True,2023-06-02,2023-07-11,Medium
T2022251,"Mcclure, Ward and Lee Systems",Data Analytics,Integration,LinkedIn,1153282879.78,38.44,Data Analytics,4,Lost,True,2023-09-24,2021-09-22,Medium
T2022252,"Watts, Robinson and Nguyen Technologies",Data Analytics,Implementation,LinkedIn,880308965.38,33.54,Data Analytics,10,Awarded,True,2021-08-11,2023-03-18,Medium
T2022253,Frazier Inc Systems,Data Analytics,Training,LinkedIn,876748389.45,31.06,Data Analytics,5,Lost,True,2021-01-01,2021-11-27,Medium
T2022254,Gray-Mayo Systems,Digital Transformation,Implementation,LinkedIn,2135495807.8,18.88,Digital Transformation,10,Submitted,False,2022-09-06,2022-10-16,High
T2022255,"Reid, Ferguson and Sanchez Technologies",ERP Implementation,Training,Email,1283665046.46,19.05,IoT,8,Lost,True,2021-09-19,2022-09-25,Low
T2022256,"Hoffman, Baker and Richards Systems",AI/ML,Strategy,Conference,1395417995.06,39.35,Cybersecurity,6,Lost,False,2022-04-27,2023-07-04,High
T2022257,"Flowers, Martin and Kelly Technologies",Digital Transformation,Assessment,Referral,1341754039.61,22.75,Digital Transformation,9,Awarded,True,2021-12-22,2023-09-30,Low
T2022258,"Hoffman, Baker and Richards Systems",Cybersecurity,Implementation,Email,1181995134.83,42.02,Cybersecurity,7,Submitted,False,2021-09-15,2021-11-02,Low
T2022259,Frazier Inc Systems,Data Analytics,Integration,Referral,1648203259.3,29.01,Data Analytics,10,Awarded,False,2021-06-23,2021-11-08,Medium
T2022260,"Adams, Zuniga and Wong Technologies",IoT,Training,Conference,1717034257.56,37.53,Blockchain,10,Awarded,False,2023-02-27,2023-01-28,Medium
T2022261,"Reid, Ferguson and Sanchez Technologies",IoT,Integration,Conference,853498041.19,35.19,IoT,6,Awarded,True,2023-01-22,2021-04-09,High
T2022262,"Ross, Robinson and Bright Solutions",ERP Implementation,Integration,LinkedIn,852643141.61,28.17,ERP Implementation,15,Submitted,False,2023-12-15,2022-08-26,Medium
T2022263,BlockChain Innovations,Blockchain,Assessment,Conference,959067987.0,41.51,Blockchain,6,Awarded,True,2021-06-09,2024-02-09,High
T2022264,Dudley Group Systems,IoT,Assessment,Email,1327261988.63,31.68,IoT,3,Awarded,False,2022-11-10,2023-06-12,Medium
T2022265,Blair PLC Solutions,AI/ML,Integration,LinkedIn,1364878847.53,36.61,AI/ML,8,Awarded,False,2022-06-18,2021-06-05,Medium
T2022266,"Snyder, Campos and Callahan Technologies",Digital Transformation,Optimization,LinkedIn,1377885024.34,30.07,Digital Transformation,7,Awarded,True,2023-09-20,2021-07-18,Low
T2022267,AI Nexus,Digital Transformation,Managed Services,LinkedIn,1605950177.83,20.78,AI/ML,7,Lost,True,2021-08-17,2022-01-23,High
T2022268,"Romero, Gonzalez and Brooks Labs",Blockchain,Managed Services,LinkedIn,832108113.49,45.95,Blockchain,5,Awarded,True,2022-01-06,2024-01-16,High
T2022269,"Mcclure, Ward and Lee Systems",Cybersecurity,Optimization,Conference,1484148585.49,32.99,Data Analytics,5,Awarded,False,2023-02-24,2022-06-02,Medium
T2022270,Harrell LLC Solutions,ERP Implementation,Strategy,LinkedIn,1817026703.95,18.51,ERP Implementation,13,Awarded,False,2021-08-26,2021-05-18,Low
T2022271,"Flowers, Martin and Kelly Technologies",Digital Transformation,Assessment,Conference,1248774134.95,21.25,Digital Transformation,6,Awarded,True,2022-06-22,2021-11-24,Medium
T2022272,"Reid, Ferguson and Sanchez Technologies",IoT,Assessment,Email,1208238068.07,31.13,IoT,10,Awarded,False,2021-03-26,2021-08-18,High
T2022273,"Ferrell, Rice and Maddox Systems",IoT,Managed Services,Referral,780730059.96,26.52,IoT,7,Submitted,False,2022-06-07,2023-04-12,Medium
T2022274,Rodriguez-Graham Systems,Data Analytics,Managed Services,Conference,932767819.82,35.97,AI/ML,5,Awarded,True,2021-05-20,2021-02-24,Medium
T2022275,Wilkerson-Day Systems,IoT,Integration,Conference,630320037.82,27.04,IoT,6,Submitted,True,2021-02-18,2021-08-07,Low
T2022276,Burton Ltd Solutions,Cybersecurity,Integration,Referral,808610856.17,26.81,Cybersecurity,8,Submitted,False,2021-06-26,2021-10-24,Medium
T2022277,Frazier Inc Systems,Data Analytics,Integration,Email,1628133991.96,36.21,Data Analytics,4,Submitted,True,2021-06-05,2023-08-17,High
T2022278,Abbott-Munoz Systems,ERP Implementation,Managed Services,LinkedIn,2363681080.32,16.56,Blockchain,9,Awarded,True,2022-11-13,2021-06-03,Medium
T2022279,Garcia-James Solutions,IoT,Training,LinkedIn,1090940345.9,36.91,IoT,6,Awarded,True,2021-08-11,2021-11-21,Medium
T2022280,"Reid, Ferguson and Sanchez Technologies",IoT,Integration,Conference,2391144720.46,19.5,IoT,10,Submitted,True,2021-05-25,2022-06-28,High
T2022281,CloudScape Technologies,Cybersecurity,Strategy,Conference,734085199.09,23.05,Cloud Migration,4,Awarded,True,2022-11-07,2023-04-12,Medium
T2022282,"Walter, Edwards and Rios Technologies",Blockchain,Optimization,LinkedIn,2500311099.51,45.11,Data Analytics,9,Awarded,False,2021-05-24,2024-02-11,Medium
T2022283,James Group Systems,Blockchain,Managed Services,LinkedIn,1424273954.2,46.92,ERP Implementation,8,Awarded,True,2021-07-05,2023-02-18,Medium
T2022284,"Mcclure, Ward and Lee Systems",Data Analytics,Integration,Conference,1553505685.54,30.97,Data Analytics,7,Submitted,True,2023-02-26,2022-02-26,Medium
T2022285,James Group Systems,ERP Implementation,Integration,Conference,1308454761.02,23.79,ERP Implementation,15,Submitted,True,2021-02-21,2022-06-03,Medium
T2022286,AI Nexus,Digital Transformation,Strategy,Conference,1180232559.84,22.52,AI/ML,10,Submitted,True,2021-03-29,2023-05-11,Low
T2022287,Frazier Inc Systems,Data Analytics,Integration,Conference,1105488058.08,24.23,Data Analytics,5,Awarded,False,2021-03-17,2021-11-16,Medium
T2022288,CloudScape Technologies,Cloud Migration,Implementation,Email,1167643428.52,16.54,Cloud Migration,8,Awarded,True,2021-12-19,2021-05-13,High
T2022289,IoT Connect,IoT,Optimization,LinkedIn,863650286.48,27.06,IoT,4,Lost,True,2022-03-28,2021-06-09,High
T2022290,"Reid, Ferguson and Sanchez Technologies",IoT,Managed Services,Referral,1825931244.66,32.9,IoT,9,Submitted,True,2021-10-09,2022-11-20,High
T2022291,"Gardner, Robinson and Lawrence Technologies",Cybersecurity,Managed Services,LinkedIn,750766391.35,34.59,AI/ML,4,Submitted,True,2023-01-28,2024-03-09,Low
T2022292,"Henderson, Ramirez and Lewis Solutions",AI/ML,Assessment,LinkedIn,1594756082.85,30.05,AI/ML,8,Awarded,True,2023-09-25,2021-07-15,Low
T2022293,Davis and Sons Technologies,Digital Transformation,Integration,Conference,1124231281.81,17.09,Cloud Migration,10,Submitted,True,2022-07-09,2024-01-07,Medium
T2022294,"Henderson, Ramirez and Lewis Solutions",AI/ML,Training,LinkedIn,899412151.18,37.75,AI/ML,7,Lost,True,2022-09-09,2023-01-13,Medium
T2022295,"Hoffman, Baker and Richards Systems",Cybersecurity,Strategy,LinkedIn,805962384.89,30.53,Cybersecurity,8,Awarded,False,2023-11-06,2022-04-25,Medium
T2022296,"Ferrell, Rice and Maddox Systems",IoT,Strategy,LinkedIn,1323690967.82,28.99,IoT,6,Awarded,True,2023-08-30,2023-11-15,Low
T2022297,"Dyer, Potter and Mack Solutions",AI/ML,Implementation,Conference,1372497212.49,27.04,AI/ML,6,Awarded,True,2023-07-18,2021-04-29,Low
T2022298,SecureNet Systems,Cybersecurity,Assessment,LinkedIn,1419403096.07,29.9,Cybersecurity,4,Awarded,True,2022-04-27,2023-07-30,Medium
T2022299,Arnold Ltd Solutions,Digital Transformation,Implementation,Referral,1810732701.87,23.12,Digital Transformation,8,Awarded,True,2021-07-20,2022-05-31,High
T2023000,"Guzman, Hoffman and Baldwin Technologies",IoT,Training,LinkedIn,1057246386.67,32.63,IoT,10,Awarded,False,2021-10-24,2022-04-18,High
T2023001,"Watts, Robinson and Nguyen Technologies",Data Analytics,Integration,LinkedIn,1415494373.65,28.61,Data Analytics,10,Submitted,True,2022-07-07,2022-03-21,Medium
T2023002,DataMind Analytics,Data Analytics,Strategy,LinkedIn,1217338537.85,28.24,Data Analytics,5,Lost,True,2021-12-17,2023-01-04,Medium
T2023003,Blair PLC Solutions,AI/ML,Implementation,Conference,985722077.05,31.49,AI/ML,8,Awarded,True,2022-04-16,2021-07-27,Medium
T2023004,Wilkerson-Day Systems,IoT,Optimization,Email,2032694931.28,24.99,IoT,10,Awarded,True,2023-05-27,2022-06-20,Medium
T2023005,"Reid, Ferguson and Sanchez Technologies",IoT,Training,Referral,976889126.21,25.78,IoT,5,Lost,True,2021-04-01,2021-04-23,High
T2023006,Harrell LLC Solutions,AI/ML,Assessment,LinkedIn,1572971892.38,31.41,ERP Implementation,7,Lost,True,2021-07-20,2023-08-15,Medium
T2023007,BlockChain Innovations,Blockchain,Implementation,LinkedIn,1748594047.9,38.53,Blockchain,9,Submitted,True,2021-07-05,2021-03-04,Medium
T2023008,Dudley Group Systems,IoT,Assessment,Conference,1307592539.95,28.63,IoT,3,Awarded,True,2023-04-11,2022-02-13,High
T2023009,Galloway-Wyatt Technologies,IoT,Optimization,Referral,2288814917.56,27.82,IoT,3,Awarded,True,2022-11-13,2024-01-23,Low
T2023010,"Reid, Ferguson and Sanchez Technologies",Data Analytics,Training,Referral,1319741197.8,22.06,IoT,4,Lost,False,2021-04-23,2023-12-21,High
T2023011,Rodriguez-Graham Systems,AI/ML,Managed Services,LinkedIn,1361557372.29,38.17,AI/ML,7,Awarded,True,2023-01-21,2022-01-24,Medium
T2023012,"Baker, Mason and White Solutions",Cloud Migration,Implementation,Referral,1156667738.69,24.07,Cloud Migration,11,Lost,True,2021-08-21,2023-10-07,High
T2023013,"Snyder, Campos and Callahan Technologies",Data Analytics,Managed Services,Referral,1150721160.07,28.22,Digital Transformation,6,Awarded,True,2023-05-17,2022-08-21,Low
T2023014,Galloway-Wyatt Technologies,IoT,Assessment,Conference,2334146599.99,36.82,IoT,4,Awarded,True,2023-12-28,2022-09-21,Medium
T2023015,Galloway-Wyatt Technologies,Cloud Migration,Strategy,LinkedIn,797358051.64,22.21,IoT,15,Submitted,False,2022-08-14,2021-07-07,Low
T2023016,Abbott-Munoz Systems,Blockchain,Optimization,LinkedIn,2607526949.8,39.56,Blockchain,5,Submitted,False,2021-02-16,2022-09-23,Medium
T2023017,Rodriguez-Graham Systems,AI/ML,Assessment,LinkedIn,1966439375.27,30.98,AI/ML,6,Awarded,True,2022-08-21,2022-02-22,Low
T2023018,Blake and Sons Solutions,ERP Implementation,Integration,Conference,1018583533.5,28.39,Data Analytics,13,Awarded,True,2023-12-22,2024-02-28,Medium
T2023019,Dudley Group Systems,IoT,Implementation,Referral,1960125357.24,34.84,IoT,7,Awarded,True,2023-02-01,2022-09-13,High
T2023020,SecureNet Systems,Cybersecurity,Training,LinkedIn,1131354213.26,28.1,Cybersecurity,5,Lost,False,2022-08-08,2022-02-08,High
T2023021,"Baker, Mason and White Solutions",Cloud Migration,Implementation,Conference,886975802.53,22.09,Cloud Migration,10,Submitted,True,2022-10-11,2021-10-17,Medium
T2023022,Galloway-Wyatt Technologies,IoT,Integration,Conference,833024156.37,28.75,IoT,3,Awarded,True,2023-02-03,2023-08-07,Medium
T2023023,"Mcclain, Miller and Henderson Solutions",Data Analytics,Assessment,LinkedIn,954562148.12,28.17,Data Analytics,3,Lost,False,2023-07-28,2022-11-17,Low
T2023024,"Romero, Gonzalez and Brooks Labs",Blockchain,Assessment,LinkedIn,754063081.64,41.17,Blockchain,7,Lost,False,2021-10-29,2023-07-25,Medium
T2023025,ERP Masters,AI/ML,Strategy,LinkedIn,1544265095.0,36.65,ERP Implementation,8,Awarded,True,2022-03-28,2023-08-02,Medium
T2023026,Arnold Ltd Solutions,Digital Transformation,Optimization,Conference,1345420243.55,12.03,Digital Transformation,6,Lost,True,2021-02-16,2021-07-21,Medium
T2023027,Gray-Mayo Systems,Digital Transformation,Implementation,Email,836605317.78,28.14,Digital Transformation,9,Awarded,True,2023-11-14,2021-05-25,High
T2023028,Galloway-Wyatt Technologies,IoT,Managed Services,Referral,1363691205.48,40.36,IoT,9,Awarded,True,2022-12-08,2023-01-20,Medium
T2023029,Gray-Mayo Systems,Cloud Migration,Integration,LinkedIn,1182651224.64,21.47,Digital Transformation,15,Lost,False,2022-08-15,2022-01-01,High
T2023030,"Reid, Ferguson and Sanchez Technologies",IoT,Implementation,LinkedIn,1230340621.95,34.79,IoT,4,Submitted,True,2023-12-12,2022-12-18,Low
T2023031,"Snyder, Campos and Callahan Technologies",Cloud Migration,Assessment,LinkedIn,912367293.49,27.69,Digital Transformation,12,Submitted,True,2021-10-08,2022-03-15,Low
T2023032,James Group Systems,ERP Implementation,Optimization,Conference,786922974.99,20.85,ERP Implementation,12,Awarded,True,2023-08-08,2022-05-05,Low
T2023033,TechNovate Solutions,Digital Transformation,Strategy,LinkedIn,916967865.51,21.44,Digital Transformation,10,Awarded,False,2023-05-05,2022-02-02,Medium
T2023034,Smith-Bowen Systems,IoT,Assessment,LinkedIn,1742493955.18,28.32,IoT,7,Lost,True,2023-01-11,2023-10-12,Medium
T2023035,Garcia-James Solutions,IoT,Managed Services,Conference,1443731206.86,37.46,IoT,4,Awarded,True,2022-06-16,2021-12-30,Medium
T2023036,Doyle Ltd Solutions,Digital Transformation,Managed Services,Referral,1093700507.22,16.54,Digital Transformation,5,Submitted,True,2023-05-10,2023-01-30,Low
T2023037,Blair PLC Solutions,AI/ML,Implementation,Email,1254835534.92,41.07,AI/ML,8,Awarded,True,2021-07-13,2022-01-08,Medium
T2023038,Arnold Ltd Solutions,Digital Transformation,Strategy,LinkedIn,1353217099.05,33.6,Digital Transformation,8,Awarded,True,2021-10-22,2021-02-26,Low
T2023039,Blair PLC Solutions,AI/ML,Implementation,LinkedIn,1096095700.6,35.96,AI/ML,6,Submitted,True,2022-03-29,2022-02-20,High
T2023040,"Hoffman, Baker and Richards Systems",Cybersecurity,Optimization,Referral,1148835121.43,30.67,Cybersecurity,8,Awarded,True,2021-08-22,2023-06-04,Medium
T2023041,AI Nexus,AI/ML,Assessment,LinkedIn,1602396205.05,38.54,AI/ML,4,Awarded,True,2021-10-12,2023-07-25,High
T2023042,Burton Ltd Solutions,Cybersecurity,Integration,Email,806637872.78,26.07,Cybersecurity,5,Awarded,False,2021-08-31,2022-05-01,Low
T2023043,Smith-Bowen Systems,IoT,Implementation,LinkedIn,1400580565.23,22.82,IoT,5,Submitted,True,2021-08-17,2021-07-09,Low
T2023044,Perez Inc Solutions,AI/ML,Optimization,LinkedIn,630414502.26,29.48,AI/ML,4,Awarded,True,2023-08-19,2021-10-01,High
T2023045,DataMind Analytics,Data Analytics,Optimization,Conference,2540572113.66,29.94,Data Analytics,4,Submitted,True,2022-02-14,2022-02-13,Medium
T2023046,CloudScape Technologies,Cloud Migration,Training,Referral,1546565513.03,24.97,Cloud Migration,12,Awarded,True,2023-10-23,2022-06-10,Medium
T2023047,AI Nexus,AI/ML,Training,LinkedIn,1167450774.0,35.41,AI/ML,4,Submitted,True,2022-08-01,2022-01-17,High
T2023048,Baker and Sons Systems,Blockchain,Training,Conference,1102309008.91,44.6,Blockchain,6,Lost,True,2022-01-15,2023-07-20,Medium
T2023049,IoT Connect,IoT,Assessment,LinkedIn,1324451993.26,33.34,IoT,9,Submitted,True,2021-08-20,2022-11-05,Low
T2023050,ERP Masters,ERP Implementation,Integration,Conference,1619475201.22,16.66,ERP Implementation,13,Submitted,False,2021-06-18,2022-12-03,Medium
T2023051,James Group Systems,ERP Implementation,Integration,Conference,958645329.86,19.13,ERP Implementation,12,Lost,True,2023-04-15,2022-09-18,High
T2023052,"Reid, Ferguson and Sanchez Technologies",IoT,Integration,LinkedIn,918465485.1,34.68,IoT,10,Awarded,True,2023-10-04,2021-09-03,Medium
T2023053,Wilkerson-Day Systems,IoT,Assessment,LinkedIn,1199318816.91,32.14,IoT,5,Awarded,True,2021-07-28,2022-01-11,Low
T2023054,"Guzman, Hoffman and Baldwin Technologies",IoT,Strategy,Conference,1386661295.14,37.43,IoT,9,Submitted,True,2023-10-20,2022-08-24,High
T2023055,"Snyder, Campos and Callahan Technologies",Digital Transformation,Managed Services,Referral,1536979815.08,21.87,Digital Transformation,9,Awarded,True,2023-04-09,2023-10-20,Medium
T2023056,Doyle Ltd Solutions,Cloud Migration,Assessment,LinkedIn,1421670422.24,31.95,Digital Transformation,15,Submitted,False,2021-03-02,2021-08-22,High
T2023057,AI Nexus,AI/ML,Assessment,LinkedIn,811345395.06,35.05,AI/ML,5,Awarded,True,2022-09-13,2021-08-16,High
T2023058,"Dyer, Potter and Mack Solutions",Blockchain,Managed Services,Conference,1097376170.31,34.67,AI/ML,6,Awarded,True,2022-06-20,2024-02-15,Medium
T2023059,Baker and Sons Systems,Blockchain,Assessment,Email,1137005498.97,36.95,Blockchain,3,Lost,True,2023-07-11,2022-11-06,High
T2023060,Gray-Mayo Systems,Digital Transformation,Integration,LinkedIn,1409728691.28,22.28,Digital Transformation,7,Submitted,True,2022-10-02,2023-04-07,Medium
T2023061,ERP Masters,ERP Implementation,Assessment,Conference,1391580198.91,19.65,ERP Implementation,15,Awarded,True,2021-04-25,2023-04-12,Medium
T2023062,"Snyder, Campos and Callahan Technologies",ERP Implementation,Managed Services,Referral,664878788.5,20.32,Digital Transformation,12,Submitted,True,2021-09-20,2023-02-20,Medium
T2023063,"Romero, Gonzalez and Brooks Labs",Blockchain,Assessment,Conference,1151727714.41,35.3,Blockchain,8,Submitted,True,2023-01-02,2023-05-24,Medium
T2023064,"Dyer, Potter and Mack Solutions",AI/ML,Training,LinkedIn,1439747946.39,28.95,AI/ML,6,Submitted,True,2022-09-17,2021-09-22,Medium
T2023065,CloudScape Technologies,Cloud Migration,Training,LinkedIn,1733457549.54,32.65,Cloud Migration,14,Awarded,True,2021-02-11,2023-09-19,Medium
T2023066,Arnold Ltd Solutions,Digital Transformation,Optimization,LinkedIn,1880818930.06,20.93,Digital Transformation,4,Awarded,True,2022-02-26,2022-12-20,Medium
T2023067,"Dyer, Potter and Mack Solutions",AI/ML,Assessment,Conference,1086937002.09,35.74,AI/ML,6,Submitted,True,2021-06-04,2024-02-02,Medium
T2023068,Garcia-James Solutions,IoT,Optimization,Email,1098283532.52,28.93,IoT,9,Submitted,False,2021-07-08,2021-08-13,Medium
T2023069,Abbott-Munoz Systems,Blockchain,Assessment,Referral,1265686051.98,38.06,Blockchain,10,Submitted,False,2022-09-11,2023-11-30,High
T2023070,"Reid, Ferguson and Sanchez Technologies",IoT,Assessment,LinkedIn,1203703733.5,32.8,IoT,9,Submitted,True,2022-01-05,2021-03-10,Medium
T2023071,Wilkerson-Day Systems,Blockchain,Managed Services,LinkedIn,1718897891.12,42.18,IoT,10,Lost,True,2023-06-08,2021-06-02,Medium
T2023072,Galloway-Wyatt Technologies,IoT,Optimization,LinkedIn,770296365.06,36.75,IoT,7,Awarded,True,2021-05-12,2022-03-23,High
T2023073,Abbott-Munoz Systems,Cybersecurity,Implementation,LinkedIn,1591672603.82,17.23,Blockchain,8,Awarded,True,2022-01-29,2021-03-28,Medium
T2023074,Dudley Group Systems,IoT,Assessment,Conference,1124186678.18,25.17,IoT,9,Awarded,True,2021-11-23,2022-08-12,Low
T2023075,Garcia-James Solutions,Digital Transformation,Integration,Conference,700399292.13,16.15,IoT,5,Lost,False,2023-09-23,2021-03-12,Low
T2023076,BlockChain Innovations,Blockchain,Assessment,LinkedIn,1510190784.39,42.71,Blockchain,4,Lost,True,2021-07-04,2023-04-23,High
T2023077,Harrell LLC Solutions,Data Analytics,Training,LinkedIn,552764489.78,25.12,ERP Implementation,4,Awarded,True,2023-12-12,2022-06-30,Medium
T2023078,BlockChain Innovations,Blockchain,Managed Services,LinkedIn,1352602674.77,37.27,Blockchain,8,Lost,False,2022-04-29,2023-06-16,Medium
T2023079,IoT Connect,IoT,Assessment,Email,1270610403.87,24.61,IoT,10,Submitted,True,2023-10-02,2024-01-28,Medium
T2023080,ERP Masters,ERP Implementation,Managed Services,Conference,1430861759.69,19.92,ERP Implementation,11,Lost,False,2023-01-14,2023-10-01,High
T2023081,Dudley Group Systems,IoT,Optimization,Email,898138276.11,32.6,IoT,3,Awarded,False,2021-04-22,2022-06-05,Medium
T2023082,James Group Systems,ERP Implementation,Optimization,Email,1146748527.15,25.98,ERP Implementation,13,Awarded,True,2022-04-30,2023-07-26,Medium
T2023083,"Flowers, Martin and Kelly Technologies",Digital Transformation,Managed Services,LinkedIn,908926591.32,21.86,Digital Transformation,6,Submitted,False,2023-06-18,2022-11-11,High
T2023084,Frazier Inc Systems,Data Analytics,Optimization,LinkedIn,922238536.81,25.78,Data Analytics,4,Awarded,True,2023-04-26,2022-12-13,High
T2023085,IoT Connect,Digital Transformation,Assessment,Conference,2009733218.36,21.14,IoT,8,Awarded,False,2022-11-01,2023-08-17,Medium
T2023086,SecureNet Systems,Cybersecurity,Optimization,LinkedIn,741130187.62,23.14,Cybersecurity,7,Awarded,True,2022-02-14,2022-10-18,Medium
T2023087,BlockChain Innovations,Blockchain,Optimization,LinkedIn,1129406573.84,47.36,Blockchain,5,Awarded,True,2022-10-17,2023-08-13,Medium
T2023088,"Romero, Gonzalez and Brooks Labs",Blockchain,Optimization,LinkedIn,1642896509.37,36.65,Blockchain,8,Submitted,True,2023-01-23,2022-02-07,Medium
T2023089,James Group Systems,Data Analytics,Training,LinkedIn,2079842887.7,24.97,ERP Implementation,3,Awarded,True,2021-07-02,2023-09-05,Low
T2023090,Smith-Bowen Systems,AI/ML,Training,LinkedIn,1038851753.04,38.39,IoT,7,Submitted,True,2023-01-24,2022-01-14,High
T2023091,ERP Masters,ERP Implementation,Optimization,Conference,1002778818.91,30.79,ERP Implementation,15,Awarded,True,2022-02-21,2022-02-25,High
T2023092,Abbott-Munoz Systems,Blockchain,Assessment,LinkedIn,1315579451.57,43.71,Blockchain,5,Lost,True,2022-08-03,2022-02-22,Medium
T2023093,"Adams, Zuniga and Wong Technologies",AI/ML,Implementation,LinkedIn,1921186187.09,41.51,Blockchain,6,Awarded,False,2023-01-28,2023-08-27,Low
T2023094,Perez Inc Solutions,AI/ML,Integration,LinkedIn,959314877.03,35.16,AI/ML,7,Submitted,True,2023-05-17,2022-07-09,Low
T2023095,"Hoffman, Baker and Richards Systems",Cybersecurity,Assessment,LinkedIn,981350917.92,32.3,Cybersecurity,5,Lost,False,2021-04-04,2021-02-10,Medium
T2023096,Carlson-Cruz Labs,Cybersecurity,Implementation,Email,1252886440.05,40.07,Cybersecurity,6,Lost,True,2022-01-03,2022-07-18,Low
T2023097,Morales-Jones Technologies,Blockchain,Integration,LinkedIn,1271113812.45,38.17,Digital Transformation,8,Awarded,True,2021-08-28,2022-11-03,Low
T2023098,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Integration,Email,898530372.73,18.26,Cloud Migration,12,Awarded,True,2022-06-24,2022-07-25,Medium
T2023099,"Reid, Ferguson and Sanchez Technologies",ERP Implementation,Optimization,Referral,987499941.29,26.0,IoT,15,Lost,True,2023-06-21,2021-05-19,Low
T2023100,SecureNet Systems,Cybersecurity,Implementation,LinkedIn,1412675279.18,24.77,Cybersecurity,6,Awarded,True,2023-10-11,2021-04-24,Medium
T2023101,"Baker, Mason and White Solutions",Cloud Migration,Optimization,Conference,1492086439.22,30.93,Cloud Migration,9,Awarded,True,2022-12-17,2021-08-10,Medium
